FID,OBJECTID,UIDENT,NAW1_EN,NAW1_SP,NAW1_FR,NAW2_EN,NAW2_SP,NAW2_FR,NAW3_EN,NAW3_SP,NAW3_FR,NAW4_EN,NAW4_SP,NAW4_FR,TRANS_BND,MAP_COLOR,INTERNAL,FED_REF,COUNTRY,USA_REG,USA_SUB,USA_ACC,USA_REG_NA,USA_SUB_NA,USA_ACC_NA,CAN_MDA,CAN_SDA,CAN_MDA_EN,CAN_MDA_FR,CAN_SDA_EN,CAN_SDA_FR,MEX_FC_RH,MEX_REG_RH,EDIT_DATE,EDIT,comments,Shape_Leng,Shape_Area
0,1,116, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,119520.031468000001041,503482858.390999972820282
1,2,216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,60671.902561100003368,84676626.838300004601479
2,3,316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,16445.061657999998715,14507299.465299999341369
3,4,416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,17833.948369599998841,18542525.390200000256300
4,5,516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,35729.363733099999081,31403643.177499998360872
5,6,616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,33990.617228700000851,48070997.449100002646446
6,7,716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,33497.938981400002376,49937434.060300000011921
7,8,816,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,11209.455644800000300,8723357.525620000436902
8,9,916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,19510.780573100000765,16384482.202199999243021
9,10,1016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,64896.728733199997805,255217179.622999995946884
10,11,1116, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,17885.167178899999271,16988376.262899998575449
11,12,1216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,31142.888750599999184,54548543.434000000357628
12,13,1316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,25571.947300600000744,37747965.618400000035763
13,14,1416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,36963.690897699998459,41849936.990500003099442
14,15,1516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,34180.542396199998620,72801393.147400006651878
15,16,1616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,27230.786329599999590,42552460.394699998199940
16,17,1716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,34453.414163200002804,27299196.465700000524521
17,18,1816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,19188.531766299998708,18799880.555300001055002
18,19,1916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,12966.318768700000874,10526519.541300000622869
19,20,2016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,27257.028948499999387,30611525.036699999123812
20,21,2116, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,18888.966226500000630,23798641.507599998265505
21,22,2216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,23731.294635199999902,35040058.661600001156330
22,23,2316,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Costa de Oaxaca (Puerto Ángel),Costa de Oaxaca (Puerto Ángel),Costa de Oaxaca (Puerto Ángel),-999,50,-999,16723,MEX,-999,-999,-999, , , , , , , , , ,16723,COSTA DE OAXACA (PUERTO ÁNGEL),20081020,NEW, ,680123.167822999996133,10682742480.700000762939453
23,24,2416,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Costa de Chiapas,Costa de Chiapas,Costa de Chiapas,-999,50,-999,16725,MEX,-999,-999,-999, , , , , , , , , ,16725,COSTA DE CHIAPAS,20081020,NEW, ,947903.892045999993570,12215006523.100000381469727
24,25,2516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,30666.296171000001777,42893485.744999997317791
25,26,2616,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Tehuantepec,Tehuantepec,Tehuantepec,-999,50,-999,16724,MEX,-999,-999,-999, , , , , , , , , ,16724,TEHUANTEPEC,20081020,NEW, ,899201.832827999955043,16083242691.299999237060547
26,27,2716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,41064.101027999997314,66978773.002400003373623
27,28,2816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,105707.800917999993544,142247616.344999998807907
28,29,2916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,37031.207179099998029,52863470.950199998915195
29,30,3016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,68036.518546699997387,182395120.912000000476837
30,31,3116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Costa Chica - Río Verde,Costa Chica - Río Verde,Costa Chica - Río Verde,-999,50,-999,16722,MEX,-999,-999,-999, , , , , , , , , ,16722,COSTA CHICA - Río VERDE,20081020,NEW, ,1318850.040079999947920,40363168932.800003051757813
31,32,3216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,129854.805550999997649,445879533.297999978065491
32,33,3316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,56182.929273000001558,157834595.127000004053116
33,34,3416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,16668.638182899998355,17462120.222500000149012
34,35,3516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,107088.627213999992819,288751841.541000008583069
35,36,3616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,22649.785905799999455,30003236.762400001287460
36,37,3716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,35689.331887200001802,23907489.781599998474121
37,38,3816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,32293.620879300000524,64837461.653800003230572
38,39,3916,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,20133.014508500000375,14558671.934599999338388
39,40,4016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Costa Grande,Costa Grande,Costa Grande,-999,50,-999,16721,MEX,-999,-999,-999, , , , , , , , , ,16721,COSTA GRANDE,20081020,NEW, ,734251.159207000047900,12641811007.200000762939453
40,41,4116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,27454.987449500000366,34538738.005099996924400
41,42,4216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,39483.919530699997267,46975865.786100000143051
42,43,4316,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,15146.411849899999652,11202814.472599999979138
43,44,4416,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,88544.942692399999942,94989998.860899999737740
44,45,4516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,187669.377088999986881,943399470.251999974250793
45,46,4616,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,28434.878381899998203,28350692.596599999815226
46,47,4716,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,-999,30,-999,16732,MEX,-999,-999,-999, , , , , , , , , ,16732,COATZACOALCOS,20081020,NEW, ,1015223.677729999995790,29864419170.299999237060547
47,48,4816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,30529.927514999999403,64462585.174000002443790
48,49,4916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,11649.400445299999774,7482813.947809999808669
49,50,5016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,79215.268611799998325,130834939.954999998211861
50,51,5116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Costa de Michoacán,Costa de Michoacán,Costa de Michoacán,-999,50,-999,16718,MEX,-999,-999,-999, , , , , , , , , ,16718,COSTA DE MICHOACÁN,20081020,NEW, ,512393.584513999987394,9128015233.940000534057617
51,52,5216,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,88661.708029200002784,168800633.354000002145767
52,53,5316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,15597073.378699999302626,1916801542920.000000000000000
53,54,5416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,425703.164385000010952,4876217776.869999885559082
54,55,5516,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,11283.623493799999778,6856434.051369999535382
55,56,5616,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,61971.829925500001991,27155508.975800000131130
56,57,5716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,46860.417026100003568,136748071.023000001907349
57,58,5816,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,Grijalva - Usumacinta,Grijalva - Usumacinta,Grijalva - Usumacinta,-999,30,-999,16733,MEX,-999,-999,-999, , , , , , , , , ,16733,GRIJALVA - USUMACINTA,20081020,NEW, ,2096613.966689999913797,103641846318.000000000000000
58,59,5916,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,26288.714587700000266,34199773.825900003314018
59,60,6016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,25863.638763399998425,10344774.053300000727177
60,61,6116,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,Papaloapan,Papaloapan,Papaloapan,-999,30,-999,16731,MEX,-999,-999,-999, , , , , , , , , ,16731,PAPALOAPAN,20081020,NEW, ,1389219.583760000066832,57660667133.500000000000000
61,62,6216,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,13162.256312400000752,9594439.045339999720454
62,63,6316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,98009.149244200001704,320958683.056999981403351
63,64,6416,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Balsas,Balsas,Balsas,-999,50,-999,16719,MEX,-999,-999,-999, , , , , , , , , ,16719,BALSAS,20081020,NEW, ,2526102.355829999782145,117510174610.000000000000000
64,65,6516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,80275.048875399996177,325842347.532999992370605
65,66,6616,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,Yucatán Oeste (Campeche),Yucatán Oeste (Campeche),Yucatán Oeste (Campeche),-999,30,-999,16734,MEX,-999,-999,-999, , , , , , , , , ,16734,YUCATÁN OESTE (CAMPECHE),20081020,NEW, ,769504.117204000009224,21687280526.900001525878906
66,67,6716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Armería - Coahuayana,Armería - Coahuayana,Armería - Coahuayana,-999,50,-999,16717,MEX,-999,-999,-999, , , , , , , , , ,16717,ARMERÍA - COAHUAYANA,20081020,NEW, ,848856.951112000038847,17679282099.700000762939453
67,68,6816,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Costa de Jalisco,Costa de Jalisco,Costa de Jalisco,-999,50,-999,16716,MEX,-999,-999,-999, , , , , , , , , ,16716,COSTA DE JALISCO,20081020,NEW, ,650266.035431000054814,13401330353.299999237060547
68,69,6916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,32879.788847399999213,41429185.749399997293949
69,70,7016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,14275.365131099999417,13155530.842599999159575
70,71,7116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Huicicila,Huicicila,Huicicila,-999,50,-999,16714,MEX,-999,-999,-999, , , , , , , , , ,16714,HUICICILA,20081020,NEW, ,230601.631179999996675,1545082629.309999942779541
71,72,7216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,16490.348168100001203,16427202.445900000631809
72,73,7316,Caribbean Sea,Mar Caribe,Mer des Caraïbes,Caribbean Sea Seaboard,Litoral Mar Caribe,Littoral Mer des Caraïbes, , , ,Yucatán Este (Quintana Roo),Yucatán Este (Quintana Roo),Yucatán Este (Quintana Roo),-999,60,-999,16736,MEX,-999,-999,-999, , , , , , , , , ,16736,YUCATÁN ESTE (QUINTANA ROO),20081020,NEW, ,1355001.911830000113696,39918532405.099998474121094
73,74,7416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,105650.560930000006920,191019736.925999999046326
74,75,7516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,623019.453239000053145,11036808065.700000762939453
75,76,7616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,26972.966530300000159,22572815.331999998539686
76,77,7716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Ameca,Ameca,Ameca,-999,50,-999,16715,MEX,-999,-999,-999, , , , , , , , , ,16715,AMECA,20081020,NEW, ,667196.317543999990448,12145620092.600000381469727
77,78,7816,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,38236.685263899998972,41107129.242600001394749
78,79,7916,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,Yucatán Norte (Yucatán),Yucatán Norte (Yucatán),Yucatán Norte (Yucatán),-999,30,-999,16735,MEX,-999,-999,-999, , , , , , , , , ,16735,YUCATÁN NORTE (YUCATÁN),20081020,NEW, ,105202.463824999998906,498917707.065999984741211
79,80,8016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,30875.309737299998233,50492522.383400000631809
80,81,8116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,18034.405752499998925,6755925.298799999989569
81,82,8216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,74282.227763999995659,357333100.262000024318695
82,83,8316,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,51632.463893000000098,128014822.466999992728233
83,84,8416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,8896.822777409999617,5109933.575419999659061
84,85,8516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,36733.518971199999214,35250973.992700003087521
85,86,8616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,35653.231073599999945,52042095.873700000345707
86,87,8716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,37739.052073799997743,32773399.461699999868870
87,88,8816,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Huicicila,Huicicila,Huicicila,-999,50,-999,16714,MEX,-999,-999,-999, , , , , , , , , ,16714,HUICICILA,20081020,NEW, ,433678.599737000011373,3648199185.389999866485596
88,89,8916,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,57153.475108600003296,222626678.013999998569489
89,90,9016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,40781.333218100000522,39699972.021700002253056
90,91,9116, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,27685.740171699999337,46180818.105400003492832
91,92,9216,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,Yucatán Norte (Yucatán),Yucatán Norte (Yucatán),Yucatán Norte (Yucatán),-999,30,-999,16735,MEX,-999,-999,-999, , , , , , , , , ,16735,YUCATÁN NORTE (YUCATÁN),20081020,NEW, ,19861.273276299998543,8377606.653859999962151
92,93,9316,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,Tuxpan - Nautla,Tuxpan - Nautla,Tuxpan - Nautla,-999,30,-999,16729,MEX,-999,-999,-999, , , , , , , , , ,16729,TUXPAN - NAUTLA,20081020,NEW, ,1288639.032670000102371,26264860833.500000000000000
93,94,9416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,87743.125487600002089,442996068.509000003337860
94,95,9516,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,Yucatán Norte (Yucatán),Yucatán Norte (Yucatán),Yucatán Norte (Yucatán),-999,30,-999,16735,MEX,-999,-999,-999, , , , , , , , , ,16735,YUCATÁN NORTE (YUCATÁN),20081020,NEW, ,19890.175956999999471,12104741.058299999684095
95,96,9616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,27319.331534699998883,49697110.939099997282028
96,97,9716,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,Yucatán Norte (Yucatán),Yucatán Norte (Yucatán),Yucatán Norte (Yucatán),-999,30,-999,16735,MEX,-999,-999,-999, , , , , , , , , ,16735,YUCATÁN NORTE (YUCATÁN),20081020,NEW, ,15220.441986199999519,7854049.552129999734461
97,98,9816,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,Yucatán Norte (Yucatán),Yucatán Norte (Yucatán),Yucatán Norte (Yucatán),-999,30,-999,16735,MEX,-999,-999,-999, , , , , , , , , ,16735,YUCATÁN NORTE (YUCATÁN),20081020,NEW, ,1204590.928920000093058,55839526491.500000000000000
98,99,9916,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,Yucatán Norte (Yucatán),Yucatán Norte (Yucatán),Yucatán Norte (Yucatán),-999,30,-999,16735,MEX,-999,-999,-999, , , , , , , , , ,16735,YUCATÁN NORTE (YUCATÁN),20081020,NEW, ,60660.258735399998841,61326141.305799998342991
99,100,10016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,103704.869607000000542,634323699.146999955177307
100,101,10116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,15156.860186300000350,6168464.933589999563992
101,102,10216,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,San Fernando - Soto La Marina,San Fernando - Soto La Marina,San Fernando - Soto La Marina,-999,30,-999,16727,MEX,-999,-999,-999, , , , , , , , , ,16727,SAN FERNANDO - SOTO LA MARINA,20081020,NEW, ,12765.886214300000574,5016932.690829999744892
102,103,10316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,130254.090811999994912,695267506.952999949455261
103,104,10416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,12795.638651900000696,6118446.984410000033677
104,105,10516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,21525.208493800000724,12661621.595499999821186
105,106,10616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,18764.931027800001175,18187321.148299999535084
106,107,10716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,188418.758326000010129,1166262393.190000057220459
107,108,10816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,65476.959389199997531,58999620.199600003659725
108,109,10916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,34027.556115500003216,39292637.017599999904633
109,110,11016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,12623.938282600000093,10295524.710400000214577
110,111,11116, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,12837.561679399999775,8726724.990700000897050
111,112,11216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,45742.281850500003202,21664977.148400001227856
