FID,OBJECTID,UIDENT,NAW1_EN,NAW1_SP,NAW1_FR,NAW2_EN,NAW2_SP,NAW2_FR,NAW3_EN,NAW3_SP,NAW3_FR,NAW4_EN,NAW4_SP,NAW4_FR,TRANS_BND,MAP_COLOR,INTERNAL,FED_REF,COUNTRY,USA_REG,USA_SUB,USA_ACC,USA_REG_NA,USA_SUB_NA,USA_ACC_NA,CAN_MDA,CAN_SDA,CAN_MDA_EN,CAN_MDA_FR,CAN_SDA_EN,CAN_SDA_FR,MEX_FC_RH,MEX_REG_RH,EDIT_DATE,EDIT,comments,Shape_Leng,Shape_Area
1796,1797,193216,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,108880.110163999997894,469638114.763999998569489
1797,1798,193316,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,21998.009877100001177,22028915.218600001186132
1798,1799,193416,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,41231.225744700001087,89532603.335299998521805
1799,1800,193516,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Western Hudson Bay - Central,Western Hudson Bay - Central,Ouest de la baie d'Hudson - Centre,-999,40,-999,06N,CAN,-999,-999,-999, , , ,06,06N,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Western Hudson Bay - Central,Ouest de la baie d'Hudson - Centre,-999, ,20090827,EDT, ,23710.928683199999796,12296767.073300000280142
1800,1801,193616,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Eastern Ungava Bay,Eastern Ungava Bay,Est de la baie d'Ungava,-999,40,-999,03M,CAN,-999,-999,-999, , , ,03,03M,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Eastern Ungava Bay,Est de la baie d'Ungava,-999, ,20090827,EDT, ,40935.057380799997190,86868133.299199998378754
1801,1802,193716,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Koksoak,Koksoak,Koksoak,-999,40,-999,03K,CAN,-999,-999,-999, , , ,03,03K,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Koksoak,Koksoak,-999, ,20090827,EDT, ,1902367.514339999994263,44848960323.300003051757813
1802,1803,193816,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Hudson Bay - Southampton Island,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999,40,-999,06P,CAN,-999,-999,-999, , , ,06,06P,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999, ,20090827,EDT, ,19873.954421999998885,13220961.842299999669194
1803,1804,193916,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,72393.173270400002366,241066857.831000000238419
1804,1805,194016,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,27759.648651799998333,24608715.305300001055002
1805,1806,194116,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,59580.243307199998526,160605076.407000005245209
1806,1807,194216,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,24853.841106500000024,18347560.772900000214577
1807,1808,194316,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,60234.021878300001845,229692454.937999993562698
1808,1809,194416,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,20296.504236400000082,29450673.429299999028444
1809,1810,194516,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,19019.735637199999474,21486533.348099999129772
1810,1811,194616,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,65648.758390400005737,157672177.180000007152557
1811,1812,194716,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,28601.642404700000043,50969331.765100002288818
1812,1813,194816,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,10341.080781500000739,7429604.812110000289977
1813,1814,194916,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,19441.032695599998988,19639983.188999999314547
1814,1815,195016,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,36921.675866700003098,39859304.603000000119209
1815,1816,195116,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,16957.087396700000681,7760701.143210000358522
1816,1817,195216,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,27217.430856200000562,30232958.743500001728535
1817,1818,195316,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Hudson Bay - Southampton Island,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999,40,-999,06P,CAN,-999,-999,-999, , , ,06,06P,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999, ,20090827,EDT, ,46065.107083499999135,95592980.393900007009506
1818,1819,195416,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Queen Charlotte Islands,Queen Charlotte Islands,Îles de la Reine-Charlotte,-999,50,-999,08O,CAN,-999,-999,-999, , , ,08,08O,Pacific Drainage Area,Aire de drainage du Pacifique,Queen Charlotte Islands,Îles de la Reine-Charlotte,-999, ,20090827,EDT, ,27815.722341000000597,32966496.142700001597404
1819,1820,195516,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Central Labrador,Central Labrador,Centre du Labrador,-999,20,-999,03P,CAN,-999,-999,-999, , , ,03,03P,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Central Labrador,Centre du Labrador,-999, ,20090827,EDT, ,1515461.282069999957457,26209676514.400001525878906
1820,1821,195616,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Northern Labrador,Northern Labrador,Nord du Labrador,-999,20,-999,03N,CAN,-999,-999,-999, , , ,03,03N,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Northern Labrador,Nord du Labrador,-999, ,20090827,EDT, ,26384.572307700000238,40722686.628399997949600
1821,1822,195716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Queen Charlotte Islands,Queen Charlotte Islands,Îles de la Reine-Charlotte,-999,50,-999,08O,CAN,-999,-999,-999, , , ,08,08O,Pacific Drainage Area,Aire de drainage du Pacifique,Queen Charlotte Islands,Îles de la Reine-Charlotte,-999, ,20090827,EDT, ,681467.751901000039652,6467527842.350000381469727
1822,1823,195816,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Central Labrador,Central Labrador,Centre du Labrador,-999,20,-999,03P,CAN,-999,-999,-999, , , ,03,03P,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Central Labrador,Centre du Labrador,-999, ,20090827,EDT, ,16209.940272800000457,16393587.296000000089407
1823,1824,195916,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Hudson Bay - Southampton Island,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999,40,-999,06P,CAN,-999,-999,-999, , , ,06,06P,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999, ,20090827,EDT, ,34731.852037999997265,51503741.917599998414516
1824,1825,196016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Fraser River,Río Fraser,Fleuve Fraser, , , ,Nechako,Nechako,Nechako,-999,52,-999,08J,CAN,-999,-999,-999, , , ,08,08J,Pacific Drainage Area,Aire de drainage du Pacifique,Nechako,Nechako,-999, ,20100409,EDT, ,1966066.524569999892265,47087689811.099998474121094
1825,1826,196116,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Hudson Bay - Southampton Island,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999,40,-999,06P,CAN,-999,-999,-999, , , ,06,06P,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999, ,20090827,EDT, ,19632.990220299998327,12777128.930099999532104
1826,1827,196216,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Central Labrador,Central Labrador,Centre du Labrador,-999,20,-999,03P,CAN,-999,-999,-999, , , ,03,03P,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Central Labrador,Centre du Labrador,-999, ,20090827,EDT, ,974408.203792999964207,9039403550.030000686645508
1827,1828,196316,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Southern Labrador,Southern Labrador,Sud du Labrador,-999,20,-999,03Q,CAN,-999,-999,-999, , , ,03,03Q,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Southern Labrador,Sud du Labrador,-999, ,20090827,EDT, ,1476436.117959999945015,37392980287.300003051757813
1828,1829,196416,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Hudson Bay - Southampton Island,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999,40,-999,06P,CAN,-999,-999,-999, , , ,06,06P,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999, ,20090827,EDT, ,15907.807761199999732,14913959.875700000673532
1829,1830,196516,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Western Hudson Bay - Southern,Western Hudson Bay - Southern,Ouest de la baie d'Hudson - Sud,-999,40,-999,06H,CAN,-999,-999,-999, , , ,06,06H,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Western Hudson Bay - Southern,Ouest de la baie d'Hudson - Sud,-999, ,20090827,EDT, ,16306.253866700000799,17137434.425500001758337
1830,1831,196616,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Southern Labrador,Southern Labrador,Sud du Labrador,-999,20,-999,03Q,CAN,-999,-999,-999, , , ,03,03Q,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Southern Labrador,Sud du Labrador,-999, ,20090827,EDT, ,50405.911336099998152,97674524.127800002694130
1831,1832,196716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,08D,CAN,-999,-999,-999, , , ,08,08D,Pacific Drainage Area,Aire de drainage du Pacifique,Nass - Coast,Nass - Côte,-999, ,20090827,EDT, ,75342.291214500000933,228645961.562000006437302
1832,1833,196816,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Southern Labrador,Southern Labrador,Sud du Labrador,-999,20,-999,03Q,CAN,-999,-999,-999, , , ,03,03Q,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Southern Labrador,Sud du Labrador,-999, ,20090827,EDT, ,32333.778016500000376,61587658.053700000047684
1833,1834,196916,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,08D,CAN,-999,-999,-999, , , ,08,08D,Pacific Drainage Area,Aire de drainage du Pacifique,Nass - Coast,Nass - Côte,-999, ,20090827,EDT, ,41620.834696700003406,101934549.226999998092651
1834,1835,197016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,08D,CAN,-999,-999,-999, , , ,08,08D,Pacific Drainage Area,Aire de drainage du Pacifique,Nass - Coast,Nass - Côte,-999, ,20090827,EDT, ,54415.777810100000352,149858059.965999990701675
1835,1836,197116,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Hudson Bay - Southampton Island,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999,40,-999,06P,CAN,-999,-999,-999, , , ,06,06P,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999, ,20090827,EDT, ,22671.614283999999316,14667416.514599999412894
1836,1837,197216,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,08D,CAN,-999,-999,-999, , , ,08,08D,Pacific Drainage Area,Aire de drainage du Pacifique,Nass - Coast,Nass - Côte,-999, ,20090827,EDT, ,37094.097495200003323,58435851.406099997460842
1837,1838,197316,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Southern Labrador,Southern Labrador,Sud du Labrador,-999,20,-999,03Q,CAN,-999,-999,-999, , , ,03,03Q,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Southern Labrador,Sud du Labrador,-999, ,20090827,EDT, ,25608.895510199999990,39015929.607000000774860
1838,1839,197416,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Seal - Coast,Seal - Coast,Seal - Côte,-999,40,-999,06G,CAN,-999,-999,-999, , , ,06,06G,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Seal - Coast,Seal - Côte,-999, ,20090827,EDT, ,1827428.162839999888092,75514259614.500000000000000
1839,1840,197516,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Hudson Bay - Southampton Island,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999,40,-999,06P,CAN,-999,-999,-999, , , ,06,06P,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999, ,20090827,EDT, ,22299.266275300000416,11981199.583599999547005
1840,1841,197616,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Southern Labrador,Southern Labrador,Sud du Labrador,-999,20,-999,03Q,CAN,-999,-999,-999, , , ,03,03Q,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Southern Labrador,Sud du Labrador,-999, ,20090827,EDT, ,29238.487269299999753,60190184.381700001657009
1841,1842,197716,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Central Labrador,Central Labrador,Centre du Labrador,-999,20,-999,03P,CAN,-999,-999,-999, , , ,03,03P,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Central Labrador,Centre du Labrador,-999, ,20090827,EDT, ,30899.946836800001620,55380951.640199996531010
1842,1843,197816,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Skeena,Skeena,Skeena,-999,50,-999,08E,CAN,-999,-999,-999, , , ,08,08E,Pacific Drainage Area,Aire de drainage du Pacifique,Skeena - Coast,Skeena - Côte,-999, ,20090827,EDT, ,19755.683572300000378,25597826.099899999797344
1843,1844,197916,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Skeena,Skeena,Skeena,-999,50,-999,08E,CAN,-999,-999,-999, , , ,08,08E,Pacific Drainage Area,Aire de drainage du Pacifique,Skeena - Coast,Skeena - Côte,-999, ,20090827,EDT, ,34862.748578600003384,65379947.374600000679493
1844,1845,198016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Skeena,Skeena,Skeena,-999,50,-999,08E,CAN,-999,-999,-999, , , ,08,08E,Pacific Drainage Area,Aire de drainage du Pacifique,Skeena - Coast,Skeena - Côte,-999, ,20090827,EDT, ,54562.169104200002039,86631696.017100006341934
1845,1846,198116,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Hudson Bay - Southampton Island,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999,40,-999,06P,CAN,-999,-999,-999, , , ,06,06P,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999, ,20090827,EDT, ,10005.159262299999682,6901895.438810000196099
1846,1847,198216,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Hudson Bay - Southampton Island,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999,40,-999,06P,CAN,-999,-999,-999, , , ,06,06P,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999, ,20090827,EDT, ,18013.312819599999784,13021705.046499999240041
1847,1848,198316,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Southern Labrador,Southern Labrador,Sud du Labrador,-999,20,-999,03Q,CAN,-999,-999,-999, , , ,03,03Q,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Southern Labrador,Sud du Labrador,-999, ,20090827,EDT, ,19091.961870300001465,24288453.053500000387430
1848,1849,198416,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Hudson Bay - Southampton Island,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999,40,-999,06P,CAN,-999,-999,-999, , , ,06,06P,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999, ,20090827,EDT, ,17411.279141200000595,14789816.185200000181794
1849,1850,198516,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Skeena,Skeena,Skeena,-999,50,-999,08E,CAN,-999,-999,-999, , , ,08,08E,Pacific Drainage Area,Aire de drainage du Pacifique,Skeena - Coast,Skeena - Côte,-999, ,20090827,EDT, ,38350.384518300001218,62318256.099500000476837
1850,1851,198616,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Southern Labrador,Southern Labrador,Sud du Labrador,-999,20,-999,03Q,CAN,-999,-999,-999, , , ,03,03Q,Northern Québec and Labrador Drainage Area,Aire de drainage du Nord du Québec et du Labrador,Southern Labrador,Sud du Labrador,-999, ,20090827,EDT, ,54283.000735100002203,102846907.221000000834465
1851,1852,198716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Coastal Waters of British Columbia,Central Coastal Waters of British Columbia,Eaux côtières du centre de la Colombie-Britannique,-999,50,-999,08F,CAN,-999,-999,-999, , , ,08,08F,Pacific Drainage Area,Aire de drainage du Pacifique,Central Coastal Waters of B.C.,Eaux côtières du centre de la C.-B.,-999, ,20090827,EDT, ,127457.724526999998488,576410450.985000014305115
1852,1853,198816,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudson Bay Seaboard,Litoral Bahía de Hudson,Littoral Baie d'Hudson, , , ,Hudson Bay - Southampton Island,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999,40,-999,06P,CAN,-999,-999,-999, , , ,06,06P,Western and Northern Hudson Bay Drainage Area,Aire de drainage de l'ouest et du nord de la baie d'Hudson,Hudson Bay - Southampton Island,Baie d'Hudson - Île Southampton,-999, ,20090827,EDT, ,17918.824061300001631,16042607.629599999636412
